filename,question,answer,sweep
238.svg,"In grid 4, starting from the black square at position (row 8, column 5), how many black objects are there right of it in the same row?",0,"(9, 6, 5)"
239.svg,"In grid 1, starting from the white triangle at position (row 3, column 3), how many circles are there up of it in the same column?",0,"(9, 6, 5)"
239.svg,"In grid 3, starting from the white triangle at position (row 1, column 6), how many triangles are there left of it in the same row?",2,"(9, 6, 5)"
239.svg,"In grid 5, starting from the black square at position (row 3, column 6), how many circles are there left of it in the same row?",2,"(9, 6, 5)"
239.svg,"In grid 5, starting from the black circle at position (row 6, column 3), how many circles are there up of it in the same column?",1,"(9, 6, 5)"
240.svg,"In grid 1, starting from the black triangle at position (row 5, column 9), how many triangles are there left of it in the same row?",3,"(9, 9, 1)"
240.svg,"In grid 1, starting from the white square at position (row 5, column 1), how many white squares are there down of it in the same column?",1,"(9, 9, 1)"
240.svg,"In grid 1, starting from the white square at position (row 3, column 2), how many black squares are there left of it in the same row?",1,"(9, 9, 1)"
241.svg,"In grid 1, starting from the white triangle at position (row 8, column 8), how many triangles are there up of it in the same column?",4,"(9, 9, 1)"
241.svg,"In grid 1, starting from the black triangle at position (row 6, column 6), how many black objects are there down of it in the same column?",1,"(9, 9, 1)"
241.svg,"In grid 1, starting from the white circle at position (row 6, column 8), how many black objects are there left of it in the same row?",3,"(9, 9, 1)"
241.svg,"In grid 1, starting from the black square at position (row 4, column 3), how many circles are there up of it in the same column?",1,"(9, 9, 1)"
241.svg,"In grid 1, starting from the white square at position (row 8, column 1), how many white squares are there down of it in the same column?",0,"(9, 9, 1)"
242.svg,"In grid 1, starting from the white triangle at position (row 9, column 3), how many white squares are there left of it in the same row?",1,"(9, 9, 1)"
243.svg,"In grid 1, starting from the black triangle at position (row 1, column 4), how many black objects are there right of it in the same row?",3,"(9, 9, 1)"
243.svg,"In grid 1, starting from the black circle at position (row 1, column 5), how many circles are there right of it in the same row?",0,"(9, 9, 1)"
244.svg,"In grid 1, starting from the white circle at position (row 3, column 7), how many black triangles are there left of it in the same row?",1,"(9, 9, 1)"
244.svg,"In grid 1, starting from the black triangle at position (row 9, column 3), how many black triangles are there left of it in the same row?",1,"(9, 9, 1)"
245.svg,"In grid 1, starting from the white square at position (row 1, column 1), how many black objects are there down of it in the same column?",3,"(9, 9, 1)"
245.svg,"In grid 1, starting from the white circle at position (row 9, column 2), how many white triangles are there right of it in the same row?",2,"(9, 9, 1)"
246.svg,"In grid 1, starting from the black triangle at position (row 4, column 5), how many black objects are there left of it in the same row?",1,"(9, 9, 1)"
246.svg,"In grid 1, starting from the white circle at position (row 4, column 2), how many white objects are there up of it in the same column?",2,"(9, 9, 1)"
246.svg,"In grid 1, starting from the black square at position (row 6, column 8), how many white triangles are there left of it in the same row?",1,"(9, 9, 1)"
246.svg,"In grid 1, starting from the black square at position (row 5, column 5), how many white triangles are there down of it in the same column?",0,"(9, 9, 1)"
246.svg,"In grid 1, starting from the black square at position (row 4, column 4), how many white triangles are there down of it in the same column?",1,"(9, 9, 1)"
247.svg,"In grid 1, starting from the black square at position (row 4, column 8), how many black circles are there down of it in the same column?",0,"(9, 9, 1)"
247.svg,"In grid 1, starting from the black triangle at position (row 7, column 4), how many white triangles are there down of it in the same column?",1,"(9, 9, 1)"
247.svg,"In grid 1, starting from the white triangle at position (row 5, column 3), how many white triangles are there left of it in the same row?",0,"(9, 9, 1)"
248.svg,"In grid 1, starting from the white triangle at position (row 3, column 4), how many black triangles are there left of it in the same row?",1,"(9, 9, 1)"
248.svg,"In grid 1, starting from the white triangle at position (row 4, column 4), how many circles are there left of it in the same row?",1,"(9, 9, 1)"
248.svg,"In grid 1, starting from the white triangle at position (row 3, column 4), how many triangles are there right of it in the same row?",1,"(9, 9, 1)"
248.svg,"In grid 1, starting from the black square at position (row 6, column 5), how many black triangles are there down of it in the same column?",0,"(9, 9, 1)"
249.svg,"In grid 1, starting from the white square at position (row 2, column 3), how many black objects are there right of it in the same row?",3,"(9, 9, 1)"
249.svg,"In grid 1, starting from the white triangle at position (row 8, column 1), how many black circles are there right of it in the same row?",1,"(9, 9, 1)"
250.svg,"In grid 2, starting from the white triangle at position (row 6, column 4), how many circles are there right of it in the same row?",1,"(9, 9, 3)"
250.svg,"In grid 3, starting from the white circle at position (row 6, column 7), how many black objects are there right of it in the same row?",1,"(9, 9, 3)"
251.svg,"In grid 2, starting from the white triangle at position (row 6, column 2), how many white objects are there left of it in the same row?",1,"(9, 9, 3)"
251.svg,"In grid 3, starting from the black square at position (row 3, column 9), how many squares are there left of it in the same row?",3,"(9, 9, 3)"
251.svg,"In grid 1, starting from the black circle at position (row 2, column 1), how many circles are there down of it in the same column?",1,"(9, 9, 3)"
251.svg,"In grid 2, starting from the black circle at position (row 4, column 8), how many white objects are there down of it in the same column?",3,"(9, 9, 3)"
251.svg,"In grid 3, starting from the white circle at position (row 9, column 4), how many squares are there up of it in the same column?",4,"(9, 9, 3)"
252.svg,"In grid 1, starting from the white circle at position (row 2, column 8), how many squares are there down of it in the same column?",3,"(9, 9, 3)"
252.svg,"In grid 1, starting from the black square at position (row 1, column 9), how many black objects are there left of it in the same row?",4,"(9, 9, 3)"
252.svg,"In grid 1, starting from the white triangle at position (row 8, column 6), how many triangles are there up of it in the same column?",1,"(9, 9, 3)"
252.svg,"In grid 1, starting from the black circle at position (row 8, column 1), how many circles are there down of it in the same column?",0,"(9, 9, 3)"
253.svg,"In grid 2, starting from the white square at position (row 4, column 9), how many black triangles are there up of it in the same column?",1,"(9, 9, 3)"
253.svg,"In grid 2, starting from the white triangle at position (row 4, column 2), how many white objects are there left of it in the same row?",1,"(9, 9, 3)"
253.svg,"In grid 1, starting from the white triangle at position (row 5, column 9), how many white objects are there up of it in the same column?",0,"(9, 9, 3)"
253.svg,"In grid 1, starting from the black triangle at position (row 3, column 4), how many black squares are there left of it in the same row?",0,"(9, 9, 3)"
254.svg,"In grid 1, starting from the white square at position (row 4, column 3), how many black objects are there left of it in the same row?",1,"(9, 9, 3)"
254.svg,"In grid 3, starting from the white triangle at position (row 4, column 9), how many triangles are there left of it in the same row?",4,"(9, 9, 3)"
254.svg,"In grid 2, starting from the white square at position (row 5, column 3), how many white squares are there right of it in the same row?",0,"(9, 9, 3)"
254.svg,"In grid 3, starting from the white circle at position (row 1, column 3), how many white triangles are there down of it in the same column?",1,"(9, 9, 3)"
254.svg,"In grid 3, starting from the white circle at position (row 5, column 1), how many black squares are there down of it in the same column?",0,"(9, 9, 3)"
255.svg,"In grid 1, starting from the black triangle at position (row 7, column 9), how many white squares are there left of it in the same row?",0,"(9, 9, 3)"
255.svg,"In grid 1, starting from the black triangle at position (row 5, column 8), how many black squares are there up of it in the same column?",0,"(9, 9, 3)"
255.svg,"In grid 2, starting from the white triangle at position (row 6, column 5), how many black objects are there down of it in the same column?",2,"(9, 9, 3)"
255.svg,"In grid 3, starting from the black square at position (row 7, column 2), how many black objects are there left of it in the same row?",0,"(9, 9, 3)"
255.svg,"In grid 1, starting from the white triangle at position (row 9, column 3), how many white squares are there up of it in the same column?",2,"(9, 9, 3)"
256.svg,"In grid 1, starting from the white square at position (row 8, column 4), how many black objects are there left of it in the same row?",2,"(9, 9, 3)"
256.svg,"In grid 2, starting from the white square at position (row 7, column 5), how many black objects are there left of it in the same row?",4,"(9, 9, 3)"
256.svg,"In grid 2, starting from the black triangle at position (row 6, column 7), how many white triangles are there left of it in the same row?",1,"(9, 9, 3)"
257.svg,"In grid 1, starting from the black triangle at position (row 2, column 2), how many black objects are there down of it in the same column?",4,"(9, 9, 3)"
258.svg,"In grid 3, starting from the white square at position (row 2, column 8), how many white triangles are there left of it in the same row?",1,"(9, 9, 3)"
258.svg,"In grid 2, starting from the white triangle at position (row 6, column 5), how many white squares are there up of it in the same column?",0,"(9, 9, 3)"
259.svg,"In grid 1, starting from the white triangle at position (row 8, column 5), how many black triangles are there left of it in the same row?",0,"(9, 9, 3)"
259.svg,"In grid 3, starting from the black circle at position (row 3, column 2), how many black squares are there up of it in the same column?",1,"(9, 9, 3)"
259.svg,"In grid 3, starting from the white circle at position (row 8, column 8), how many white triangles are there down of it in the same column?",0,"(9, 9, 3)"
259.svg,"In grid 3, starting from the white circle at position (row 7, column 5), how many white objects are there left of it in the same row?",1,"(9, 9, 3)"
259.svg,"In grid 2, starting from the black circle at position (row 6, column 7), how many white objects are there down of it in the same column?",2,"(9, 9, 3)"
260.svg,"In grid 4, starting from the white square at position (row 9, column 2), how many black circles are there left of it in the same row?",0,"(9, 9, 5)"
260.svg,"In grid 3, starting from the black circle at position (row 2, column 3), how many white squares are there left of it in the same row?",0,"(9, 9, 5)"
260.svg,"In grid 5, starting from the white triangle at position (row 1, column 5), how many white objects are there down of it in the same column?",4,"(9, 9, 5)"
260.svg,"In grid 4, starting from the white square at position (row 4, column 7), how many black circles are there left of it in the same row?",0,"(9, 9, 5)"
260.svg,"In grid 5, starting from the white circle at position (row 7, column 4), how many black objects are there right of it in the same row?",3,"(9, 9, 5)"
261.svg,"In grid 2, starting from the white triangle at position (row 5, column 4), how many black objects are there down of it in the same column?",2,"(9, 9, 5)"
261.svg,"In grid 5, starting from the black triangle at position (row 7, column 8), how many white circles are there right of it in the same row?",0,"(9, 9, 5)"
261.svg,"In grid 3, starting from the white triangle at position (row 7, column 3), how many black circles are there right of it in the same row?",1,"(9, 9, 5)"
262.svg,"In grid 3, starting from the black square at position (row 3, column 8), how many white squares are there down of it in the same column?",1,"(9, 9, 5)"
262.svg,"In grid 5, starting from the white circle at position (row 4, column 8), how many black triangles are there up of it in the same column?",0,"(9, 9, 5)"
262.svg,"In grid 5, starting from the black circle at position (row 7, column 8), how many white triangles are there up of it in the same column?",1,"(9, 9, 5)"
263.svg,"In grid 1, starting from the black triangle at position (row 1, column 9), how many black objects are there left of it in the same row?",4,"(9, 9, 5)"
263.svg,"In grid 3, starting from the white triangle at position (row 3, column 5), how many white objects are there left of it in the same row?",1,"(9, 9, 5)"
263.svg,"In grid 2, starting from the black square at position (row 2, column 7), how many black squares are there up of it in the same column?",0,"(9, 9, 5)"
263.svg,"In grid 2, starting from the white triangle at position (row 4, column 1), how many white triangles are there up of it in the same column?",0,"(9, 9, 5)"
264.svg,"In grid 4, starting from the white square at position (row 2, column 2), how many triangles are there down of it in the same column?",3,"(9, 9, 5)"
264.svg,"In grid 2, starting from the white circle at position (row 3, column 7), how many black squares are there right of it in the same row?",1,"(9, 9, 5)"
265.svg,"In grid 4, starting from the black circle at position (row 4, column 8), how many black objects are there right of it in the same row?",1,"(9, 9, 5)"
265.svg,"In grid 2, starting from the black square at position (row 8, column 5), how many triangles are there up of it in the same column?",1,"(9, 9, 5)"
265.svg,"In grid 2, starting from the white square at position (row 3, column 1), how many black circles are there down of it in the same column?",0,"(9, 9, 5)"
265.svg,"In grid 2, starting from the white triangle at position (row 4, column 8), how many squares are there right of it in the same row?",1,"(9, 9, 5)"
266.svg,"In grid 1, starting from the white square at position (row 3, column 2), how many circles are there down of it in the same column?",1,"(9, 9, 5)"
266.svg,"In grid 5, starting from the black circle at position (row 3, column 6), how many squares are there up of it in the same column?",1,"(9, 9, 5)"
266.svg,"In grid 5, starting from the black circle at position (row 2, column 4), how many squares are there right of it in the same row?",1,"(9, 9, 5)"
266.svg,"In grid 3, starting from the white triangle at position (row 8, column 9), how many black circles are there up of it in the same column?",2,"(9, 9, 5)"
266.svg,"In grid 5, starting from the black triangle at position (row 2, column 2), how many white objects are there left of it in the same row?",1,"(9, 9, 5)"
267.svg,"In grid 5, starting from the white circle at position (row 3, column 5), how many white objects are there left of it in the same row?",1,"(9, 9, 5)"
267.svg,"In grid 5, starting from the white square at position (row 6, column 8), how many black objects are there down of it in the same column?",2,"(9, 9, 5)"
268.svg,"In grid 1, starting from the black triangle at position (row 2, column 4), how many white objects are there right of it in the same row?",2,"(9, 9, 5)"
268.svg,"In grid 4, starting from the white triangle at position (row 1, column 8), how many circles are there right of it in the same row?",0,"(9, 9, 5)"
268.svg,"In grid 2, starting from the black square at position (row 4, column 4), how many black objects are there right of it in the same row?",2,"(9, 9, 5)"
268.svg,"In grid 3, starting from the black triangle at position (row 1, column 4), how many black squares are there down of it in the same column?",0,"(9, 9, 5)"
269.svg,"In grid 2, starting from the white square at position (row 1, column 8), how many squares are there right of it in the same row?",0,"(9, 9, 5)"
269.svg,"In grid 4, starting from the black circle at position (row 3, column 3), how many triangles are there up of it in the same column?",1,"(9, 9, 5)"
269.svg,"In grid 5, starting from the white square at position (row 8, column 2), how many white objects are there right of it in the same row?",4,"(9, 9, 5)"
269.svg,"In grid 4, starting from the black circle at position (row 8, column 2), how many white objects are there down of it in the same column?",0,"(9, 9, 5)"
269.svg,"In grid 2, starting from the black circle at position (row 1, column 4), how many triangles are there right of it in the same row?",1,"(9, 9, 5)"
